"","Fraud","Amount","card_freq_1","card_freq_3","card_freq_7","card_freq_14","card_freq_30","merchant_freq_1","merchant_freq_3","merchant_freq_7","merchant_freq_14","merchant_freq_30","merchant_card_1","merchant_card_3","merchant_card_7","merchant_card_14","merchant_card_30","card_merchant_1","card_merchant_3","card_merchant_7","card_merchant_14","card_merchant_30","Avg_Amount_Card_1","Avg_Amount_Card_3","Avg_Amount_Card_7","Avg_Amount_Card_14","Avg_Amount_Card_30","Total_Amount_Card_1","Total_Amount_Card_3","Total_Amount_Card_7","Total_Amount_Card_14","Total_Amount_Card_30","Median_Amount_Card_1","Median_Amount_Card_3","Median_Amount_Card_7","Median_Amount_Card_14","Median_Amount_Card_30","Max_Amount_Card_1","Max_Amount_Card_3","Max_Amount_Card_7","Max_Amount_Card_14","Max_Amount_Card_30","Avg_Amount_Merch_1","Avg_Amount_Merch_3","Avg_Amount_Merch_7","Avg_Amount_Merch_14","Avg_Amount_Merch_30","Total_Amount_Merch_1","Total_Amount_Merch_3","Total_Amount_Merch_7","Total_Amount_Merch_14","Total_Amount_Merch_30","Median_Amount_Merch_1","Median_Amount_Merch_3","Median_Amount_Merch_7","Median_Amount_Merch_14","Median_Amount_Merch_30","Max_Amount_Merch_1","Max_Amount_Merch_3","Max_Amount_Merch_7","Max_Amount_Merch_14","Max_Amount_Merch_30","zip_card_1","zip_card_3","zip_card_7","zip_card_14","zip_card_30","zip_merchant_1","zip_merchant_3","zip_merchant_7","zip_merchant_14","zip_merchant_30"
"29745","No",36.65,10,11,28,29,32,102,175,217,423,899,2,3,4,4,5,34,51,55,77,97,0.721328898,0.508328185,0.501213717,0.434271869,0.410890274,0.07213289,0.046211653,0.01790049,0.014974892,0.012840321,1,1,1,1,1,0.162168142,0.128596491,0.056821705,0.056821705,0.056821705,9.730490196,4.256932553,3.561662547,3.847477776,4.033280206,0.03692658,0.024325329,0.016413191,0.009095692,0.004486407,9.644736842,9.644736842,9.644736842,9.799465241,9.799465241,0.200821918,0.200821918,0.200821918,0.200821918,0.125513699,2,3,4,4,5,1,1,1,1,1
"43331","No",112.93,1,1,1,1,1,6,27,55,110,291,1,1,1,1,1,6,24,48,94,197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,563.4016667,0.162363056,0.184086818,0.190273523,0.222211696,0.03340719,0.006013447,0.003347033,0.001729759,0.000763614,0.741667488,0.56465,0.567487437,0.460910556,0.518503214,0.047320344,0.018610745,0.018610745,0.018610745,0.018610745,1,1,1,1,1,5,13,35,64,124
"27955","No",470,2,2,3,4,10,1,1,1,1,1,2,2,3,3,7,1,1,1,1,1,1.81579354,1.81579354,2.650226491,2.844089438,2.392929149,0.90789677,0.90789677,0.88340883,0.711022359,0.239292915,1.81579354,1.81579354,9.85738255,5.320654327,3.335107327,1,1,1,1,0.969072165,470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,7,1,1,1,1,1
"59791","No",2.68,4,4,4,4,7,6,21,33,37,115,1,1,1,1,1,3,4,14,15,22,0.209293245,0.209293245,0.209293245,0.209293245,0.093324047,0.052323311,0.052323311,0.052323311,0.052323311,0.013332007,0.187150838,0.187150838,0.187150838,0.187150838,0.134673367,0.134673367,0.134673367,0.134673367,0.134673367,0.042472266,25.15333333,0.025656221,0.015560095,0.016024072,0.024144806,0.017757752,0.001221725,0.000471518,0.000433083,0.000209955,0.187150838,0.047416844,0.036732456,0.036732456,0.04962963,0.029910714,0.002584877,0.002181984,0.002181984,0.002181984,1,1,1,1,1,2,2,2,2,2
"43961","No",412,3,3,8,14,27,1,1,1,1,1,2,2,6,11,18,1,1,1,1,1,0.427909682,0.427909682,0.316564203,0.354940085,0.501656857,0.142636561,0.142636561,0.039570525,0.025352863,0.018579884,1,1,0.311943971,0.569454043,1.267692308,0.184794797,0.184794797,0.164836264,0.164836264,0.164836264,412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,11,18,1,1,1,1,1
"19834","No",3.62,4,4,4,4,10,53,102,324,522,887,1,1,1,1,3,29,41,58,67,78,0.996558844,0.996558844,0.996558844,0.996558844,0.023487429,0.249139711,0.249139711,0.249139711,0.249139711,0.002348743,1,1,1,1,0.993141289,0.986376022,0.986376022,0.986376022,0.986376022,0.003770833,10.02415094,0.453946398,0.46223147,0.509833018,0.522802836,0.006813733,0.004450455,0.00142664,0.000976692,0.000589406,0.986376022,0.986376022,0.986376022,0.986376022,0.986376022,0.019977925,0.019977925,0.019977925,0.015083333,0.015083333,1,1,1,1,2,1,1,1,1,1
"27223","No",59.7,4,5,6,10,18,1,1,1,1,1,4,5,6,9,13,1,1,1,1,1,0.377328677,0.207057289,0.235343587,0.278714087,0.106316039,0.094332169,0.041411458,0.039223931,0.027871409,0.005906447,0.347881825,0.346951822,0.347881825,0.347881825,0.291219512,0.259621657,0.073816707,0.073816707,0.073816707,0.02390869,59.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,9,12,1,1,1,1,1
"47612","No",1737.14,1,2,3,3,6,2,7,11,19,31,1,1,1,1,3,2,6,8,14,19,1,1.948361915,2.723672245,2.723672245,3.914049562,1,0.974180958,0.907890748,0.907890748,0.652341594,1,1.948361915,13.34208909,13.34208909,14.3910198,1,1,1,1,1,1161.46,3.823556416,5.009776496,3.288946153,2.898992672,0.747826012,0.546222345,0.455434227,0.173102429,0.093515893,1.495652024,9.521183886,9.521183886,6.976465863,7.333108194,1,1,1,0.804175636,0.370500551,1,1,1,1,3,1,1,1,1,1
"37126","No",279.63,1,1,1,2,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,0.920531981,1.018639046,1,1,1,0.460265991,0.339546349,1,1,1,0.920531981,1,1,1,1,0.852764478,0.852764478,279.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1
"61065.1","No",1487.54,1,4,4,6,11,2,4,4,4,4,1,2,2,4,8,2,2,2,2,2,1,1.71201022,1.71201022,1.934155951,1.998497732,1,0.428002555,0.428002555,0.322359325,0.181681612,1,1.76092335,1.76092335,2.30894839,1.983386667,1,1,1,1,0.938511041,1261.695,1.050033177,1.050033177,1.050033177,1.050033177,0.589500632,0.262508294,0.262508294,0.262508294,0.262508294,1.179001264,1.033537835,1.033537835,1.033537835,1.033537835,1,0.848931374,0.848931374,0.848931374,0.848931374,1,2,2,4,7,1,1,1,1,1
"40035","No",35.07,1,1,3,9,18,85,112,288,673,1419,1,1,2,2,4,36,38,59,80,99,1,1,0.346347566,0.653843764,0.319516923,1,1,0.115449189,0.072649307,0.01775094,1,1,0.285819071,0.899000256,0.899000256,1,1,0.240205479,0.240205479,0.051016846,7.942823529,5.025705329,5.104390717,4.453732498,3.530241378,0.051944782,0.044872369,0.017723579,0.00661773,0.002487837,9.555858311,9.555858311,9.555858311,9.555858311,9.555858311,0.342982885,0.342982885,0.240205479,0.055037665,0.029123069,1,1,2,2,4,1,1,1,1,1
"32973","No",280,2,4,4,5,9,1,1,1,1,1,2,4,4,4,7,1,1,1,1,1,1.166666667,1.061611374,1.061611374,1.018181818,0.567567568,0.583333333,0.265402844,0.265402844,0.203636364,0.063063063,1.166666667,1.166666667,1.166666667,1,1,1,0.523364486,0.523364486,0.523364486,0.121633362,280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,7,1,1,1,1,1
"14984","No",75,3,6,6,7,11,3,3,3,3,4,1,3,3,4,7,1,1,1,1,1,1,0.718872807,0.718872807,0.786446162,0.485179958,0.333333333,0.119812135,0.119812135,0.112349452,0.044107269,1,0.777242344,0.777242344,1,0.635647089,1,0.460122699,0.460122699,0.460122699,0.174418605,75,1,1,1,0.653594771,0.333333333,0.333333333,0.333333333,0.333333333,0.163398693,1,1,1,1,1,1,1,1,1,0.320512821,1,3,3,4,7,1,1,1,1,1
"68445","No",5.38,1,1,2,2,11,8,9,13,34,60,1,1,2,2,3,6,7,10,20,27,1,1,1.179824561,1.179824561,0.198138476,1,1,0.589912281,0.589912281,0.018012589,1,1,1.179824561,1.179824561,1.486187845,1,1,1,1,0.021271548,65.6125,0.023805778,0.021957115,0.031242421,0.020351332,0.010249571,0.002645086,0.001689009,0.000918895,0.000339189,0.188342377,0.172546504,0.079691897,0.114957265,0.109527687,0.025119059,0.003565133,0.003565133,0.003565133,0.000935538,1,1,2,2,2,1,1,1,1,1
"5569","No",7.3,39,61,115,181,266,96,173,251,463,657,1,1,2,5,5,18,29,32,50,60,1.137117067,1.337799676,1.095223807,0.752976174,0.92186595,0.029156848,0.021931142,0.009523685,0.004160089,0.003465661,1,1.670480549,1.921052632,1.896103896,1.921052632,0.84295612,0.84295612,0.040555556,0.011119573,0.011119573,7.1484375,0.724193891,0.821401354,0.947570867,1.065866321,0.010637523,0.004186092,0.003272515,0.002046589,0.001622323,1.921052632,1.896103896,1.921052632,1.921052632,1.921052632,0.187131505,0.016294643,0.016294643,0.016294643,0.016294643,1,1,2,4,4,1,1,1,1,1
"61667","No",88.9,2,2,3,3,15,2,4,5,10,19,1,1,2,2,12,1,3,4,9,17,1.603969328,1.603969328,1.254763585,1.254763585,0.190389846,0.801984664,0.801984664,0.418254528,0.418254528,0.012692656,1.603969328,1.603969328,1,1,0.81890199,1,1,0.874139626,0.874139626,0.042013233,55.425,1.146689884,0.291110805,0.40019447,0.549533136,0.801984664,0.286672471,0.058222161,0.040019447,0.028922797,1.603969328,1.276748528,1,0.934314241,1.565140845,1,0.597044997,0.073060487,0.073060487,0.073060487,1,1,2,2,11,1,1,1,1,1
"11681","No",608.4,1,1,3,3,4,2,4,11,25,54,1,1,3,3,4,2,3,8,15,30,1,1,1.196342543,1.196342543,0.753156722,1,1,0.398780848,0.398780848,0.18828918,1,1,1,1,0.909213181,1,1,0.833538841,0.833538841,0.356717774,579.96,1.198493019,0.774490108,0.876982075,0.82970362,0.524518932,0.299623255,0.070408192,0.035079283,0.015364882,1.049037865,1.049037865,1,1.041780822,1.048965517,1,0.777607362,0.363860365,0.258673469,0.258673469,1,1,2,2,3,1,1,1,1,1
"76920","No",281.55,3,3,4,7,13,8,10,29,67,95,2,2,3,5,10,6,7,13,18,25,2.283269808,2.283269808,1.42759355,1.257440903,0.870457043,0.761089936,0.761089936,0.356898388,0.179634415,0.066958234,4.630756579,4.630756579,1.644807945,4.630756579,2.649632976,1,1,0.672037236,0.385684932,0.135654059,215.2325,1.175073664,1.017017238,1.113949877,1.114105737,0.163515036,0.117507366,0.03506956,0.016626118,0.011727429,5.370529328,2.866232312,2.626644277,2.880306905,2.880306905,0.244930449,0.244930449,0.201858344,0.201858344,0.186573098,2,2,3,5,10,1,1,1,1,1
"75136","No",38.72,5,6,9,18,22,1,1,2,2,3,5,5,7,13,16,1,1,1,1,2,0.381906772,0.330431814,0.347610973,0.4233339,0.484088016,0.076381354,0.055071969,0.038623441,0.02351855,0.022004001,0.588986918,0.376910348,0.494003572,0.565627054,0.731877894,0.169119895,0.169119895,0.169119895,0.140147676,0.140147676,38.72,1,0.704704705,0.704704705,0.528384279,1,1,0.352352352,0.352352352,0.176128093,1,1,0.704704705,0.704704705,0.544049459,1,1,0.544049459,0.544049459,0.352160073,3,3,5,9,12,1,1,1,1,1
"848","No",3.67,1,2,2,2,2,49,69,113,113,113,1,2,2,2,2,10,22,34,34,34,1,0.041595829,0.041595829,0.041595829,0.041595829,1,0.020797915,0.020797915,0.020797915,0.020797915,1,0.041595829,0.041595829,0.041595829,0.041595829,1,0.021239655,0.021239655,0.021239655,0.021239655,4.64122449,0.643156478,0.737708126,0.737708126,0.737708126,0.016137543,0.009321108,0.00652839,0.00652839,0.00652839,0.965789474,0.965789474,1,1,1,0.133164006,0.104647847,0.104647847,0.104647847,0.104647847,1,2,2,2,2,1,1,1,1,1
"45896","No",3.62,27,28,30,44,54,72,192,329,690,1375,1,1,2,3,5,16,37,66,88,103,0.578103744,0.58694771,0.395902446,0.464224301,0.396029173,0.02141125,0.020962418,0.013196748,0.010550552,0.007333874,1,1,1,1,1,0.233548387,0.233548387,0.036938776,0.036938776,0.036938776,6.329444444,0.608979077,0.52868767,0.46832989,0.431738107,0.007943474,0.003171766,0.001606953,0.000678739,0.000313991,1,1,0.986376022,0.986376022,0.986376022,0.051795679,0.051795679,0.017412217,0.017412217,0.005681105,1,1,2,2,3,1,1,1,1,1
"60638","No",158.4,3,4,14,16,31,6,6,31,56,99,3,4,8,10,16,6,6,17,24,33,0.465882353,0.524937862,0.652753657,0.716965119,0.69663119,0.155294118,0.131234466,0.046625261,0.04481032,0.022471974,0.38372093,0.528176059,0.810230179,0.917197452,0.847058824,0.352941176,0.352941176,0.294035752,0.294035752,0.294035752,218.16,0.726072607,0.448364243,0.418568306,0.393406497,0.121012101,0.121012101,0.014463363,0.007474434,0.003973803,0.943362516,0.943362516,0.871287129,0.801132915,0.871287129,0.294292509,0.294292509,0.074955637,0.074955637,0.064573991,3,4,8,10,16,1,1,1,1,1
"73093","No",1560.28,1,1,1,3,3,11,28,47,78,174,1,1,1,3,3,10,26,36,60,110,1,1,1,1.511518416,1.511518416,1,1,1,0.503839472,0.503839472,1,1,1,1.244738732,1.244738732,1,1,1,1,1,551.9681818,3.180642334,4.359386276,3.80859785,3.39238774,0.256977922,0.113594369,0.092752899,0.048828178,0.019496481,6.219724149,5.66488763,9.169487541,8.190446194,7.673822698,0.663251816,0.663251816,0.663251816,0.649202373,0.428648352,1,1,1,3,3,5,11,17,25,46
"29755","No",4.37,9,10,11,16,25,102,175,217,423,899,3,3,4,5,7,34,51,55,77,97,0.034680093,0.038410829,0.029623467,0.015691449,0.019728728,0.003853344,0.003841083,0.002693042,0.000980716,0.000789149,1,1,1,1,0.437,0.004482051,0.004482051,0.004482051,0.001937177,0.001937177,9.730490196,0.50757968,0.424678454,0.458757923,0.480912265,0.004402978,0.002900455,0.001957044,0.001084534,0.000534941,1.15,1.15,1.15,1.168449198,1.168449198,0.023945205,0.023945205,0.023945205,0.023945205,0.014965753,3,3,4,5,7,1,1,1,1,1
"30165","No",81.48,1,5,5,7,11,1,5,6,6,6,1,2,2,4,7,1,2,3,3,3,1,0.492469115,0.492469115,0.271308021,0.326007726,1,0.098493823,0.098493823,0.038758289,0.029637066,1,0.665686275,0.665686275,0.426462891,0.426462891,1,0.194504786,0.194504786,0.120711111,0.120711111,81.48,0.374565581,0.233835557,0.233835557,0.233835557,1,0.074913116,0.038972593,0.038972593,0.038972593,1,0.426462891,0.2839717,0.2839717,0.2839717,1,0.194504786,0.081233052,0.081233052,0.081233052,1,2,2,4,7,1,1,1,1,1
"49876","No",59.96,1,1,4,4,4,1,1,1,2,2,1,1,3,3,3,1,1,1,2,2,1,1,0.460593025,0.460593025,0.460593025,1,1,0.115148256,0.115148256,0.115148256,1,1,0.655766391,0.655766391,0.655766391,1,1,0.190900697,0.190900697,0.190900697,59.96,1,1,0.452545379,0.452545379,1,1,1,0.22627269,0.22627269,1,1,1,0.452545379,0.452545379,1,1,1,0.292445008,0.292445008,1,1,2,2,2,1,1,1,1,1
"12425","No",180.74,1,1,3,3,12,2,2,13,30,74,1,1,2,2,5,2,2,12,26,43,1,1,0.581413054,0.581413054,0.870183435,1,1,0.193804351,0.193804351,0.072515286,1,1,1,1,1.34905766,1,1,0.260057554,0.260057554,0.260057554,211.645,0.853977179,0.520047188,0.541637198,0.858152952,0.426988589,0.426988589,0.04000363,0.018054573,0.011596662,0.853977179,0.853977179,0.897373517,0.980125268,1.405333955,0.745165945,0.745165945,0.121826111,0.110177086,0.110177086,1,1,2,2,5,1,1,1,1,1
"57959","No",797,1,3,11,15,17,4,4,23,39,70,1,3,8,9,9,4,4,18,26,41,1,1.137174329,0.906985141,1.113076672,1.207891187,1,0.37905811,0.082453195,0.074205111,0.071052423,1,1,1,1.849531235,1.849531235,1,0.625098039,0.331117574,0.331117574,0.331117574,1188.1375,0.670797782,0.924631277,0.908135,0.883654856,0.167699446,0.167699446,0.04020136,0.023285513,0.012623641,0.808882484,0.808882484,1.421970062,1.965620145,2.044113875,0.358776289,0.358776289,0.345470308,0.091915581,0.091915581,1,3,8,9,9,1,1,1,1,1
"75076","No",299.99,7,13,15,17,30,6,8,16,23,40,3,8,8,8,14,4,6,11,18,26,2.215396464,1.44679154,1.456955251,1.608424007,1.048061022,0.316485209,0.111291657,0.09713035,0.094613177,0.034935367,2.222148148,2.222148148,1.908333333,2.222148148,2.528893572,1,0.289032768,0.289032768,0.289032768,0.198537392,163.7683333,1.436750919,1.533039704,1.629137024,2.084519667,0.305299152,0.179593865,0.095814981,0.070832045,0.052112992,2.057685712,1.929072085,1.727455948,1.946975597,2.23531165,0.898711803,0.551381256,0.551381256,0.551381256,0.551381256,2,7,7,7,13,1,1,1,1,1
"82802","No",1060,1,3,3,5,7,1,1,2,2,5,1,2,2,4,6,1,1,2,2,3,1,2.207413578,2.207413578,2.556804477,2.992888864,1,0.735804526,0.735804526,0.511360895,0.427555552,1,5.570152391,5.570152391,5.570152391,5.570152391,1,1,1,1,1,1060,1,0.661097234,0.661097234,1.321468376,1,1,0.330548617,0.330548617,0.264293675,1,1,0.661097234,0.661097234,1.766813901,1,1,0.493760452,0.493760452,0.493760452,1,2,2,4,6,1,1,1,1,1
"41131","No",26.86,2,2,2,3,4,2,4,5,6,11,2,2,2,2,3,2,4,4,5,7,0.144715929,0.144715929,0.144715929,0.112611102,0.114497634,0.072357964,0.072357964,0.072357964,0.037537034,0.028624409,0.144715929,0.144715929,0.144715929,0.078002033,0.09471921,0.078002033,0.078002033,0.078002033,0.078002033,0.078002033,29.915,0.319002375,0.381783552,0.260351206,0.098509652,0.44893866,0.079750594,0.07635671,0.043391868,0.008955423,0.897877319,0.897877319,1,0.897877319,0.102519084,0.814680012,0.102519084,0.102519084,0.100508906,0.048571429,2,2,2,2,3,1,1,1,1,1
"73158","No",159.5,1,4,4,4,12,11,28,47,78,174,1,4,4,4,8,10,26,36,60,110,1,0.828141225,0.828141225,0.828141225,0.83478716,1,0.207035306,0.207035306,0.207035306,0.069565597,1,1.360341151,1.360341151,1.360341151,1.147069399,1,0.328865979,0.328865979,0.328865979,0.312133072,551.9681818,0.325141931,0.445639315,0.389334835,0.346787656,0.02626963,0.011612212,0.009481688,0.004991472,0.001993033,0.635812804,0.579094507,0.937353079,0.837270341,0.784458379,0.067801077,0.067801077,0.067801077,0.066364869,0.043818681,1,4,4,4,7,5,11,17,25,46
"27376","No",116,1,1,1,4,11,5,11,17,27,55,1,1,1,4,9,5,10,15,20,34,1,1,1,0.984030709,0.405164257,1,1,1,0.246007677,0.036833114,1,1,1,0.996606383,0.797141286,1,1,1,0.604985918,0.114020602,298.878,0.328495152,0.24288167,0.275940329,0.275061296,0.077623646,0.029863196,0.014287157,0.010220012,0.005001114,0.775867835,0.50743657,0.55809478,0.55809478,0.503231964,0.127241814,0.110557266,0.061991311,0.061991311,0.061991311,1,1,1,4,9,1,1,1,1,1
"36818","No",988.17,2,4,9,14,34,3,7,8,17,37,2,4,8,12,27,3,6,7,8,16,1.775256676,2.231261643,3.322622223,3.205430128,3.517495462,0.887628338,0.557815411,0.369180247,0.228959295,0.103455749,1.775256676,2.730015333,4.727181401,4.637771624,4.708934954,1,1,1,1,1,467.4066667,2.484230222,2.774355663,2.477164344,2.013186759,0.704718233,0.354890032,0.346794458,0.14571555,0.054410453,4.112234707,4.112234707,4.562188366,4.182730159,3.95268,1,1,1,0.542360509,0.460041899,2,4,9,13,27,1,1,1,1,1
"44580","No",600,2,3,5,6,14,1,1,1,1,1,2,3,5,6,10,1,1,1,1,1,1.655172414,1.157645606,1.380656088,1.154630711,1.730813214,0.827586207,0.385881869,0.276131218,0.192438452,0.123629515,1.655172414,1,1.2,1.090909091,2.437983787,1,0.722996096,0.722996096,0.634920635,0.634920635,600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5,6,10,1,1,1,1,1
"3397","No",885.55,2,2,3,9,9,6,9,13,17,18,1,1,2,5,5,4,6,10,11,12,1.141746496,1.141746496,1.51184826,2.620332196,2.620332196,0.570873248,0.570873248,0.50394942,0.291148022,0.291148022,1.141746496,1.141746496,1.330313819,3.207468579,3.207468579,1,1,1,1,1,360.535,2.368871584,2.556380876,2.067328753,2.125149988,0.409368485,0.263207954,0.196644683,0.121607574,0.118063888,3.301642339,2.476231754,2.476231754,2.476231754,2.718787897,1,1,1,0.555768241,0.555768241,1,1,2,5,5,1,1,1,1,1
"3567","No",111.93,1,1,2,4,4,2,2,8,15,15,1,1,2,4,4,2,2,8,14,14,1,1,1.684931507,2.078648034,2.078648034,1,1,0.842465753,0.519662008,0.519662008,1,1,1.684931507,2.712468193,2.712468193,1,1,1,1,1,340.155,0.329055872,0.407781846,0.400825549,0.400825549,0.164527936,0.164527936,0.050972731,0.026721703,0.026721703,0.329055872,0.329055872,0.712521484,0.645390071,0.645390071,0.196928111,0.196928111,0.190146946,0.114133926,0.114133926,1,1,2,4,4,1,1,1,1,1
"60444","No",196.85,3,5,12,30,65,1,1,1,1,1,3,5,10,22,39,1,1,1,1,1,1.021871918,0.77407355,0.65958736,0.564212019,0.541881153,0.340623973,0.15481471,0.054965613,0.018807067,0.008336633,1,1,0.863945578,1.126530846,1.318397964,0.990689482,0.311658909,0.310547738,0.078771509,0.078771509,196.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,9,19,37,1,1,1,1,1
"49175","No",1392,1,2,7,11,22,1,1,1,1,2,1,2,3,7,13,1,1,1,1,2,1,1.947193565,4.282305167,3.315232924,2.264160987,1,0.973596783,0.611757881,0.301384811,0.102916409,1,1.947193565,11.29411765,11.29411765,4.059433371,1,1,1,0.814035088,0.602597403,1392,1,1,1,1.6073903,1,1,1,1,0.80369515,1,1,1,1,1.6073903,1,1,1,1,1,1,2,3,7,12,1,1,1,1,1
"71891","No",111.8,1,2,4,15,27,1,1,1,2,2,1,2,4,12,20,1,1,1,2,2,1,1.32464455,0.537629238,0.432537554,0.287229396,1,0.662322275,0.134407309,0.028835837,0.010638126,1,1.32464455,1.32464455,1,0.52537594,1,1,0.172,0.117482635,0.061536768,111.8,1,1,1.480598596,1.480598596,1,1,1,0.740299298,0.740299298,1,1,1,1.480598596,1.480598596,1,1,1,1,1,1,2,4,12,20,1,1,1,1,1
"41317","No",19.12,1,4,4,4,6,1,1,1,1,1,1,3,3,3,5,1,1,1,1,1,1,0.175011442,0.175011442,0.175011442,0.157853457,1,0.04375286,0.04375286,0.04375286,0.02630891,1,0.227781749,0.227781749,0.227781749,0.227781749,1,0.07648,0.07648,0.07648,0.070039196,19.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
"74454","No",1715,1,1,3,3,8,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2.986088137,2.986088137,7.87840158,1,1,0.995362712,0.995362712,0.984800198,1,1,392.4485126,392.4485126,467.3024523,1,1,1,1,1,1715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1
"63307","No",22.79,3,5,19,31,67,1,1,1,1,1,3,5,17,25,41,1,1,1,1,1,0.04158835,0.022480045,0.0281337,0.03723762,0.049540794,0.013862783,0.004496009,0.001480721,0.001201214,0.000739415,0.414589776,0.022323659,0.035599363,0.056422064,0.124972582,0.01455105,0.009479718,0.009479718,0.009479718,0.009119648,22.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,16,22,37,1,1,1,1,1
"52565","No",3.62,4,14,18,27,101,89,216,282,473,1172,1,1,1,2,3,24,49,66,77,101,1,0.947643979,0.389363609,0.453402607,0.457185015,0.25,0.067688856,0.021631312,0.016792689,0.004526584,1,0.986376022,0.986376022,0.952631579,0.952631579,1,0.542728636,0.0724,0.0724,0.031754386,16.36842697,0.307671726,0.307031553,0.378524641,0.446801094,0.002484915,0.001424406,0.001088764,0.000800264,0.00038123,0.508426966,0.967914439,0.967914439,0.967914439,0.986376022,0.024295302,0.008701923,0.008701923,0.008701923,0.008701923,1,1,1,1,2,1,1,1,1,1
"19531","No",375,8,8,8,8,8,8,8,9,9,11,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,0.125,0.125,0.125,0.125,0.125,1,1,1,1,1,1,1,1,1,1,375,1,0.965665236,0.965665236,0.919732441,0.125,0.125,0.107296137,0.107296137,0.08361204,1,1,1,1,1,1,1,0.757575758,0.757575758,0.757575758,1,1,1,1,1,1,1,1,1,1
"70771","No",79.02,2,2,2,3,7,1,3,9,19,49,2,2,2,3,7,1,3,8,17,33,0.698457595,0.698457595,0.698457595,0.828099347,0.120355885,0.349228797,0.349228797,0.349228797,0.276033116,0.017193698,0.698457595,0.698457595,0.698457595,1,0.17367033,0.53663837,0.53663837,0.53663837,0.53663837,0.032925,79.02,0.635566637,0.270250346,0.215131324,0.205018749,1,0.211855546,0.030027816,0.011322701,0.004184056,1,1,0.421327646,1,0.421327646,1,0.289101087,0.072003936,0.043980386,0.037074224,2,2,2,3,7,1,1,1,1,1
"41680.1","No",537,1,1,3,6,18,1,1,1,1,1,1,1,3,5,12,1,1,1,1,1,1,1,2.329616936,2.029567945,1.987690549,1,1,0.776538979,0.338261324,0.110427253,1,1,4.836530667,2.668124115,5.342486196,1,1,1,1,0.365306122,537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,10,1,1,1,1,1
"38395","No",3.74,7,36,40,62,245,44,220,372,813,1545,1,1,1,2,4,15,60,70,89,101,1,0.993653137,1.007339573,0.6836488,0.508205723,0.142857143,0.027601476,0.025183489,0.011026594,0.002074309,1,1.019073569,1.019073569,1.019073569,1.033149171,1,0.56071964,0.56071964,0.039203354,0.005113481,5.277045455,0.414968731,0.447073719,0.35606993,0.392191598,0.016107498,0.001886222,0.001201811,0.00043797,0.000253846,1,1.019073569,1.019073569,1.019073569,1.019073569,0.1375,0.005869429,0.005869429,0.003105796,0.003105796,1,1,1,2,2,1,1,1,1,1
"57713","No",499,3,3,3,5,8,1,1,1,1,1,3,3,3,4,6,1,1,1,1,1,1.289405685,1.289405685,1.289405685,1.656915547,2.124263,0.429801895,0.429801895,0.429801895,0.331383109,0.265532875,1,1,1,1.731316356,3.337792642,0.937969925,0.937969925,0.937969925,0.937969925,0.937969925,499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,5,1,1,1,1,1
"53944","No",5.94,2,2,2,3,4,5,9,12,41,87,1,1,1,1,1,4,5,7,15,23,0.044928523,0.044928523,0.044928523,0.06496063,0.026459387,0.022464261,0.022464261,0.022464261,0.021653543,0.006614847,0.044928523,0.044928523,0.044928523,0.6,0.044265594,0.022980501,0.022980501,0.022980501,0.022980501,0.00952442,174.982,0.05166715,0.051307891,0.015670302,0.009635446,0.00678927,0.005740794,0.004275658,0.000382202,0.000110752,0.051384083,0.149773071,0.116860122,0.07969945,0.051388528,0.012221971,0.012221971,0.012221971,0.003394577,0.00164709,1,1,1,1,1,1,1,1,1,1
"79661","No",100,2,7,7,9,19,1,1,1,1,1,2,6,6,7,15,1,1,1,1,1,0.217893407,0.348419916,0.348419916,0.317456958,0.281788736,0.108946703,0.049774274,0.049774274,0.035272995,0.014830986,0.217893407,0.501253133,0.501253133,0.501253133,0.501253133,0.122267325,0.122267325,0.122267325,0.122267325,0.078603993,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,7,15,1,1,1,1,1
